id,"title","description","image_url",price,"created_at","updated_at","artist","typo"
6694,"Black Crow","Joni Mitchell","The_Girl_In_The_Other_Room.jpg",8.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6695,"Narrow Daylight","Elvis Costello/Diana Krall","The_Girl_In_The_Other_Room.jpg",9.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6696,"Abandoned Masquerade","Elvis Costello/Diana Krall","The_Girl_In_The_Other_Room.jpg",10.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6697,"Im Coming Through","Diana Krall/Elvis Costello","The_Girl_In_The_Other_Room.jpg",11.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6698,"Departure Bay","Diana Krall/Elvis Costello","The_Girl_In_The_Other_Room.jpg",12.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6699,"Working Class Hero","John Lennon","Acoustic.jpg",1.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6700,"Love","John Lennon","Acoustic.jpg",2.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6701,"Well Well Well","John Lennon","Acoustic.jpg",3.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6702,"Look At Me","John Lennon","Acoustic.jpg",4.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6703,"God","John Lennon","Acoustic.jpg",5.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6704,"My Mummys Dead","John Lennon","Acoustic.jpg",6.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6705,"John Sinclair [Live]","John Lennon","Acoustic.jpg",9.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6706,"What You Got","John Lennon","Acoustic.jpg",11.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6707,"Watching The Wheels","John Lennon","Acoustic.jpg",12.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6708,"Dear Yoko","John Lennon","Acoustic.jpg",13.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6709,"Real Love","John Lennon","Acoustic.jpg",14.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6710,"Imagine [Live]","John Lennon","Acoustic.jpg",15.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6711,"Its Real","John Lennon","Acoustic.jpg",16.16,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Lennon","audio-CD"
6712,"Art Thou Greater Than He?","David Byrne","Big_Love:_Hymnal.jpg",1.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6713,"Exquisite Whiteness","David Byrne","Big_Love:_Hymnal.jpg",2.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6714,"A Hill In Ontario County","David Byrne","Big_Love:_Hymnal.jpg",3.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6715,"Written On Gold Plates","David Byrne","Big_Love:_Hymnal.jpg",4.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6716,"Deep Water","David Byrne","Big_Love:_Hymnal.jpg",5.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6717,"A Building In The Air","David Byrne","Big_Love:_Hymnal.jpg",6.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6718,"Great Desolations","David Byrne","Big_Love:_Hymnal.jpg",7.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6719,"A House On Sand","David Byrne","Big_Love:_Hymnal.jpg",8.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6720,"The Mouth Of Malachi","David Byrne","Big_Love:_Hymnal.jpg",9.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6721,"Cumorah!","David Byrne","Big_Love:_Hymnal.jpg",10.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6722,"The Angel Moroni","David Byrne","Big_Love:_Hymnal.jpg",11.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6723,"Murmur Not","David Byrne","Big_Love:_Hymnal.jpg",12.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6724,"The Pearl Of Great Price","David Byrne","Big_Love:_Hymnal.jpg",13.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6725,"Language Confounded","David Byrne","Big_Love:_Hymnal.jpg",14.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6726,"Unclean Spirits","David Byrne","Big_Love:_Hymnal.jpg",15.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6727,"A Persecution Followed","David Byrne","Big_Love:_Hymnal.jpg",16.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6728,"The Breastplate Of Rightousness","David Byrne","Big_Love:_Hymnal.jpg",17.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6729,"A Conduit To Heaven","David Byrne","Big_Love:_Hymnal.jpg",18.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6730,"A Cloud Of Light","David Byrne","Big_Love:_Hymnal.jpg",19.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6731,"The Burden Of The Word","David Byrne","Big_Love:_Hymnal.jpg",20.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6732,"Blue Hawaii","David Byrne","Big_Love:_Hymnal.jpg",21.21,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6733,"Clarity","John Mayer","Heavier_Things.jpg",1.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6734,"Bigger Than My Body","John Mayer","Heavier_Things.jpg",2.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6735,"Somethings Missing","John Mayer","Heavier_Things.jpg",3.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6736,"New Deep","John Mayer","Heavier_Things.jpg",4.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6737,"Come Back To Bed","John Mayer","Heavier_Things.jpg",5.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6738,"Home Life","David LaBruyere","Heavier_Things.jpg",6.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6739,"Split Screen Sadness","John Mayer","Heavier_Things.jpg",7.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6740,"Daughters","John Mayer","Heavier_Things.jpg",8.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6741,"Only Heart","John Mayer","Heavier_Things.jpg",9.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6742,"Wheel","John Mayer","Heavier_Things.jpg",10.10,"2011-10-19 19:18:44","2011-10-19 19:18:44","John Mayer","audio-CD"
6743,"London Calling","Joe Strummer/Mick Jones","London_Calling.jpg",1.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6744,"Jimmy Jazz","Joe Strummer/Mick Jones","London_Calling.jpg",3.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6745,"Hateful","Joe Strummer/Mick Jones","London_Calling.jpg",4.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6746,"Rudie Cant Fail","Joe Strummer/Mick Jones","London_Calling.jpg",5.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6747,"Spanish Bombs","Joe Strummer/Mick Jones","London_Calling.jpg",6.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6748,"The Right Profile","Joe Strummer/Mick Jones","London_Calling.jpg",7.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6749,"Lost in the Supermarket","Joe Strummer/Mick Jones","London_Calling.jpg",8.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6750,"Clampdown","Joe Strummer/Mick Jones","London_Calling.jpg",9.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6751,"The Guns of Brixton","Paul Simon","London_Calling.jpg",10.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6752,"Wrong Em Boyo","Clive Alphanso","London_Calling.jpg",11.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6753,"Death or Glory","Joe Strummer/Mick Jones","London_Calling.jpg",12.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6754,"Koka Kola","Joe Strummer/Mick Jones","London_Calling.jpg",13.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6755,"The Card Cheat","Joe Strummer/Mick Jones","London_Calling.jpg",14.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6756,"Lovers Rock","Joe Strummer/Mick Jones","London_Calling.jpg",15.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6757,"Four Horsemen","Joe Strummer/Mick Jones","London_Calling.jpg",16.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6758,"Im Not Down","Joe Strummer/Mick Jones","London_Calling.jpg",17.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6759,"Revolution Rock","D - Ray/J Edwards","London_Calling.jpg",18.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6760,"Train in Vain (Stand by Me)","Joe Strummer/Mick Jones","London_Calling.jpg",19.19,"2011-10-19 19:18:44","2011-10-19 19:18:44","Clash","audio-CD"
6761,"Its De-Lovely","Cole Porter","De-Lovely.jpg",1.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Robbie Williams","audio-CD"
6762,"Lets Do It (Lets Fall In Love)","Cole Porter","De-Lovely.jpg",2.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Alanis Morissette","audio-CD"
6763,"Begin The Beguine","Cole Porter","De-Lovely.jpg",3.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Sheryl Crow","audio-CD"
6764,"Lets Misbehave","Cole Porter","De-Lovely.jpg",4.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Elvis Costello","audio-CD"
6765,"Be A Clown","Cole Porter","De-Lovely.jpg",5.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Original Cast","audio-CD"
6766,"What Is This Thing Called Love?","Cole Porter","De-Lovely.jpg",8.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Lemar","audio-CD"
6767,"I Love You","Cole Porter","De-Lovely.jpg",9.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Mick Hucknall","audio-CD"
6768,"Just One Of Those Things","Cole Porter","De-Lovely.jpg",10.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Diana Krall","audio-CD"
6769,"Experiment","Cole Porter","De-Lovely.jpg",12.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Original Cast","audio-CD"
6770,"So In Love","Cole Porter","De-Lovely.jpg",14.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","LaraFabian  and Mario Frangoulis","audio-CD"
6771,"Every Time We Say Goodbye","Cole Porter","De-Lovely.jpg",15.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Natalie Cole","audio-CD"
6772,"Blow, Gabriel, Blow","Cole Porter","De-Lovely.jpg",16.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Original Cast","audio-CD"
6773,"In The Still Of The Night","Cole Porter","De-Lovely.jpg",17.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Original Cast","audio-CD"
6774,"Youre The Top","Cole Porter","De-Lovely.jpg",18.18,"2011-10-19 19:18:44","2011-10-19 19:18:44","Cole Porter","audio-CD"
6775,"U.B Jesus","David Byrne","Look_Into_The_Eyeball.jpg",1.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6776,"The Revolution","David Byrne","Look_Into_The_Eyeball.jpg",2.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6777,"The Great Intoxication","David Byrne","Look_Into_The_Eyeball.jpg",3.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6778,"Like Humans Do","David Byrne","Look_Into_The_Eyeball.jpg",4.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6779,"Broken Things","David Byrne","Look_Into_The_Eyeball.jpg",5.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6780,"The Accident","David Byrne","Look_Into_The_Eyeball.jpg",6.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6781,"Desconocido Soy","David Byrne","Look_Into_The_Eyeball.jpg",7.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6782,"Neighborhood","David Byrne","Look_Into_The_Eyeball.jpg",8.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6783,"Smile","David Byrne","Look_Into_The_Eyeball.jpg",9.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6784,"The Moment Of Conception","David Byrne","Look_Into_The_Eyeball.jpg",10.12,"2011-10-19 19:18:44","2011-10-19 19:18:44","David Byrne","audio-CD"
6785,"Walk On The Water","David Byrne","Look_Into_The_Eyeball.jpg",11.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6786,"Everyones In Love With You","David Byrne","Look_Into_The_Eyeball.jpg",12.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6787,"Now Im Your Mom",NULL,"Uh-Oh.jpg",1.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6788,"Girls On My Mind",NULL,"Uh-Oh.jpg",2.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6789,"Something Aint Right",NULL,"Uh-Oh.jpg",3.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6790,"Shes Mad",NULL,"Uh-Oh.jpg",4.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6791,"Hanging Upside Down",NULL,"Uh-Oh.jpg",5.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6792,"A Walk In The Dark",NULL,"Uh-Oh.jpg",6.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6793,"Twistin In The Wind",NULL,"Uh-Oh.jpg",7.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6794,"The Cowboy Mambo (Hey Lookit Me Now)",NULL,"Uh-Oh.jpg",8.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6795,"MISSING TRACK NAME",NULL,"Uh-Oh.jpg",9.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6796,"A Million Miles Away",NULL,"Uh-Oh.jpg",10.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6797,"Tiny Town",NULL,"Uh-Oh.jpg",11.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6798,"Somebody",NULL,"Uh-Oh.jpg",12.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","David Byrne","audio-CD"
6799,"Burning Down The House","Tina Weymouth/Jerry Harrison/Chris Frantz","Speaking_In_Tongues.jpg",1.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6800,"Making Flippy Floppy","David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth","Speaking_In_Tongues.jpg",2.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6801,"Girlfriend Is Better","Tina Weymouth/Chris Frantz/Jerry Harrison","Speaking_In_Tongues.jpg",3.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6802,"Slippery People","Jerry Harrison/Tina Weymouth/Chris Frantz","Speaking_In_Tongues.jpg",4.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6803,"Wild Gravity","David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth","Speaking_In_Tongues.jpg",5.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6804,"Swamp","Jerry Harrison","Speaking_In_Tongues.jpg",6.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6805,"Moon Rocks","David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth","Speaking_In_Tongues.jpg",7.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6806,"Pull Up the Roots","David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth","Speaking_In_Tongues.jpg",8.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6807,"This Must Be the Place (Naive Melody)","David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth","Speaking_In_Tongues.jpg",9.90,"2011-10-19 19:18:45","2011-10-19 19:18:45","Talking Heads","audio-CD"
6808,"Jingo","M. Olatunji","The_Best_of_Carlos_Santana.jpg",1.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6809,"Evil Ways","Sonny Henry","The_Best_of_Carlos_Santana.jpg",2.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6810,"Black Magic Woman [Gypsy Queen]","Gabor Szabo/G. Szabo/Peter Green/P. Green","The_Best_of_Carlos_Santana.jpg",3.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6811,"Samba Pa Ti","Carlos Santana","The_Best_of_Carlos_Santana.jpg",5.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6812,"No One To Depend On","G. Rolie/M. Carabello/C. ESCOVEDO","The_Best_of_Carlos_Santana.jpg",7.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6813,"Open Invitation","B. Potter/G.Walker/C. Santana/D. Lambert/David Margen","The_Best_of_Carlos_Santana.jpg",8.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6814,"Bella","C. Thompson/C. Santana/Crew","The_Best_of_Carlos_Santana.jpg",10.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6815,"Winning","Russ Ballard","The_Best_of_Carlos_Santana.jpg",11.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6816,"Dance Sister Dance [Baila Mi Hermana]","Leon Chancelor/Thomas Joseph Coster/David J. Rubinson","The_Best_of_Carlos_Santana.jpg",13.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6817,"Europa [Earths Cry Heavens Smile]","C. Santana/T. COSTER","The_Best_of_Carlos_Santana.jpg",14.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6818,"Everybodys Everything","T. Moss/D. Brown/C. Santana","The_Best_of_Carlos_Santana.jpg",15.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6819,"Soul Sacrifice","Carlos Santana/Gregg Rolie/David Brown/Marcus Malone","The_Best_of_Carlos_Santana.jpg",16.16,"2011-10-19 19:18:45","2011-10-19 19:18:45","Santana","audio-CD"
6820,"Jamming",NULL,"Bob_Marley_digitally_remastered.jpg",2.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6821,"No Woman No Cry",NULL,"Bob_Marley_digitally_remastered.jpg",3.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6822,"Exodus",NULL,"Bob_Marley_digitally_remastered.jpg",4.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6823,"Get Up Stand Up",NULL,"Bob_Marley_digitally_remastered.jpg",5.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6824,"Stir It Up",NULL,"Bob_Marley_digitally_remastered.jpg",7.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6825,"Natty Dread",NULL,"Bob_Marley_digitally_remastered.jpg",8.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6826,"Cheer Up",NULL,"Bob_Marley_digitally_remastered.jpg",9.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6827,"Buffalo Soldier",NULL,"Bob_Marley_digitally_remastered.jpg",11.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6828,"Top Rankin",NULL,"Bob_Marley_digitally_remastered.jpg",13.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6829,"Kaya",NULL,"Bob_Marley_digitally_remastered.jpg",14.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6830,"Redemption Song",NULL,"Bob_Marley_digitally_remastered.jpg",15.15,"2011-10-19 19:18:45","2011-10-19 19:18:45","BobMarley  and Wailers","audio-CD"
6831,"In The Darkest Place","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",1.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6832,"Toledo","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",2.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6833,"I Still Have That Other Girl","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",3.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6834,"This House Is Empty Now","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",4.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6835,"Tears At The Birthday Party","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",5.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6836,"Such Unlikely Lovers","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",6.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6837,"My Thief","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",7.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6838,"The Long Division","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",8.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6839,"Painted From A Memory","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",9.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6840,"The Sweetest Punch","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",10.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6841,"Whats Her Name Today?","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",11.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6842,"God Give Me Strength","Bacharach/Burt Bacharach/Costello/Elvis Costello","Painted_From_Memory.jpg",12.12,"2011-10-19 19:18:45","2011-10-19 19:18:45","Elvis Costello With Burt Bacharach","audio-CD"
6843,"Drive My Car","Lennon/McCartney","Rubber_Soul.jpg",1.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6844,"Norwegian Wood (This Bird Has Flown)","Lennon/McCartney","Rubber_Soul.jpg",2.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6845,"You Wont See Me","Lennon/McCartney","Rubber_Soul.jpg",3.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6846,"Nowhere Man","Lennon/McCartney","Rubber_Soul.jpg",4.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6847,"The Word","Lennon/McCartney","Rubber_Soul.jpg",6.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6848,"Michelle","Lennon/McCartney","Rubber_Soul.jpg",7.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6849,"What Goes On",NULL,"Rubber_Soul.jpg",8.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6850,"Im Looking Through You","Lennon/McCartney","Rubber_Soul.jpg",10.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6851,"In My Life","Lennon/McCartney","Rubber_Soul.jpg",11.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6852,"Wait","Lennon/McCartney","Rubber_Soul.jpg",12.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6853,"Run For Your Life","Lennon/McCartney","Rubber_Soul.jpg",14.14,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6854,"Love Me Do","JohnLennon  and Paul McCartney","1.jpg",1.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6855,"From Me To You","JohnLennon  and Paul McCartney","1.jpg",2.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6856,"She Loves You","JohnLennon  and Paul McCartney","1.jpg",3.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6857,"A Hard Days Night","JohnLennon  and Paul McCartney","1.jpg",6.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6858,"Eight Days A Week","JohnLennon  and Paul McCartney","1.jpg",8.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6859,"Help!","JohnLennon  and Paul McCartney","1.jpg",10.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6860,"Yesterday","JohnLennon  and Paul McCartney","1.jpg",11.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
6861,"We Can Work It Out","JohnLennon  and Paul McCartney","1.jpg",13.27,"2011-10-19 19:18:45","2011-10-19 19:18:45","Beatles","audio-CD"
